syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
9,355.341,327.3794,2.1783,-1.7837,-1.717,0.523,2.9674,2.1511,0.4313,5.0007
9,355.172,328.1874,1.9334,1.8215,-3.9427,-0.1952,0.8384,-0.1693,-4.4711,5.3557
9,355.2982,330.201,1.8922,-0.7326,1.9075,-0.3857,-0.0964,0.1545,0.417,-1.2257
9,353.2931,335.1895,1.9898,0.8138,0.8893,0.0247,0.0166,0.0136,-0.4108,-0.1055
9,351.4452,340.4059,2.0003,0.6683,0.392,-0.0034,0.0058,0.1296,-0.4011,0.4108
9,349.1504,344.7124,1.9406,0.4406,0.3702,-0.0144,0.0636,0.0287,-0.0792,0.2422
9,348.1916,347.5939,1.9744,0.4276,0.3263,0.1425,0.1677,0.0137,-0.0459,0.3332
1,347.4343,348.6744,1.9023,0.5474,0.3499,0.0661,-0.1052,0.0756,-0.0124,0.2349
1,346.9649,351.0548,1.944,0.4875,0.4853,0.0302,0.0925,0.101,-0.1471,0.0721
8,345.3636,354.0745,1.9453,0.4988,0.5291,0.0335,0.1948,-0.0644,-0.1474,-0.0419
8,344.5135,355.7234,1.9361,0.6196,0.7006,0.3558,0.0712,-0.2301,-0.0954,0.0687
8,343.1547,357.7314,1.9331,0.6498,0.5473,0.4275,-0.1017,0.078,-0.1664,-0.0724
8,341.5837,359.5855,1.9822,0.5843,0.6689,0.4973,-0.071,-0.2476,-0.337,-0.031
8,341.0819,359.8962,2.0113,0.5863,0.6452,0.4707,0.143,0.0371,-0.0129,0.0844
8,341.0392,360.4759,1.9969,0.6535,0.6232,0.4597,0.0461,-0.1751,-0.0761,0.2762
8,340.8238,360.8793,1.9708,0.6505,0.6055,0.0768,-0.0935,-0.1324,-0.417,0.0732
8,340.1919,360.4835,2.0015,0.6131,0.5806,0.2521,0.0041,0.0067,0.0121,0.2342
8,340.6437,360.2576,2.0067,0.6416,0.6913,0.0342,-0.0569,-0.0524,-0.1728,-0.0326
8,340.9194,360.307,2.0413,0.6604,0.6224,0.0378,-0.2123,-0.1104,-0.3102,0.1341
8,340.8296,360.3298,1.999,0.6676,0.661,0.0144,-0.0662,-0.0587,0.058,0.1878
8,341.1969,361.0834,2.013,0.676,0.6357,0.1919,0.0213,0.1206,-0.3529,-0.0403
8,341.2603,360.5042,2.0334,0.6639,0.5987,0.0044,-0.1498,0.0087,-0.2271,0.3046
8,340.4495,360.5639,2.0487,0.6594,0.7726,0.2594,-0.0876,0.0068,0.0375,0.2671
8,341.4323,360.7513,2.0293,0.6212,0.7561,0.2196,0.0833,-0.2825,-0.1259,0.1664
8,340.1538,361.4107,2.0114,0.6383,0.7168,0.0206,-0.0954,0.2058,-0.3096,0.0883
8,340.1787,360.8637,2.0295,0.5521,0.5177,0.0072,-0.0467,-0.0301,-0.179,0.1188
8,340.5472,360.8631,1.999,0.4866,0.7044,-0.0839,-0.0744,-0.1166,-0.2289,0.2015
8,340.6601,360.9752,2.0007,0.5217,0.6065,-0.1036,-0.1393,-0.188,-0.4196,0.1927
8,340.8709,361.312,2.0105,0.5379,0.7029,-0.0676,0.0696,-0.3635,-0.1951,0.2533
8,340.5157,360.5191,2.0181,0.5378,0.7629,-0.1265,-0.074,-0.2304,-0.1977,0.4023
8,340.7675,361.0345,2.0038,0.5382,0.8579,-0.07,-0.4085,-0.3407,-0.3388,0.2306
8,340.5427,360.8609,2.0118,0.6367,0.6287,-0.0416,-0.0864,-0.1282,0.11,0.0779
8,340.3361,360.9725,2.0115,0.5783,0.5312,0.1231,0.0631,-0.2238,-0.0799,0.1091
8,340.6796,360.8216,2.0103,0.5244,0.6192,0.1036,-0.1246,-0.2912,-0.0657,0.126
8,340.7568,360.9661,1.9526,0.5025,0.8411,0.0521,0.0965,-0.2151,-0.0034,0.134
8,341.3246,361.0979,2.0014,0.5928,0.486,0.2026,0.3069,-0.3354,-0.1769,0.262
8,340.216,360.9972,1.9987,0.6021,0.5227,-0.0995,0.0443,-0.3171,0.2203,0.3642
8,340.2759,360.9208,2.0052,0.5868,0.5916,0.0014,0.0834,-0.1665,0.1095,0.3551
8,340.3307,361.3932,1.9945,0.6319,0.6355,0.2032,0.0963,-0.4825,-0.0529,0.3124
8,341.2126,360.9865,2.0259,0.6311,0.5323,0.1942,-0.0483,-0.298,0.1063,0.4074
8,341.1801,360.4913,2.0433,0.5223,0.5813,0.2062,0.0207,-0.1773,0.1711,-0.0106
8,340.4975,360.9761,1.9969,0.5447,0.5432,0.1687,-0.1256,-0.2372,-0.0666,0.0115
8,340.0237,360.6469,1.9852,0.4933,0.5061,-0.0297,-0.2379,0.0195,0.054,0.1857
8,339.9691,360.9835,2.0068,0.4855,0.6862,0.0623,-0.1293,-0.1996,-0.118,-0.0335
8,340.0081,360.9623,2.0097,0.538,0.6981,0.0542,-0.1449,-0.2625,-0.1441,0.0048
8,339.9308,361.0029,2.043,0.5955,0.5352,0.0885,-0.2078,-0.5129,-0.2991,0.2073
8,340.1908,361.6148,1.9857,0.5829,0.7292,0.2653,-0.2787,-0.4261,-0.5088,-0.1658
8,340.7882,361.4561,2.0299,0.6458,0.8482,0.2974,-0.0783,-0.441,-0.2618,0.1145
8,339.963,361.6837,2.0101,0.6492,0.6941,0.3489,0.1313,-0.2752,-0.2409,0.2121
8,340.2493,360.7556,2.0031,0.622,0.7542,0.3632,-0.0576,-0.0955,-0.4348,0.1411
8,340.1454,360.9486,2.0115,0.5837,0.8855,0.2736,0.0442,-0.159,-0.454,-0.0721
8,340.1502,361.4687,1.977,0.612,0.7605,0.3163,-0.0346,-0.0097,-0.2127,0.0477
8,339.8966,361.37,2.0021,0.5625,0.6987,0.2716,0.0137,0.0955,-0.42,0.1344
8,339.759,361.217,1.9754,0.62,0.8492,0.2246,0.0469,-0.0633,-0.2209,-0.0778
8,339.4483,361.0555,1.9553,0.5003,0.6403,0.2065,-0.0277,-0.1596,-0.312,-0.0295
8,340.4573,360.1335,1.9647,0.5443,0.5403,0.1618,-0.0348,0.3147,-0.1692,0.1115
8,340.0706,361.4448,1.9809,0.5029,0.769,0.184,-0.0151,0.0301,-0.0225,0.1946
8,339.9674,361.7261,2.0113,0.5581,0.6996,-0.089,-0.062,-0.2262,-0.1267,0.0657
8,339.5053,360.2887,2.0723,0.4791,0.754,-0.2189,0.0684,-0.0164,0.2848,0.0682
0,338.6463,360.1936,2.0646,0.5255,0.6599,-0.4562,0.2978,0.0951,0.1595,0.1748
0,338.0693,359.2654,2.1077,0.4642,0.5787,-0.5159,0.1559,-0.025,-0.0284,0.1564
0,337.0329,359.0073,2.1576,0.5129,0.6772,-0.6093,0.2775,-0.2126,0.0728,-0.0305
0,334.7807,358.6607,2.255,0.5655,0.7143,-0.8759,0.2184,0.0416,-0.1594,-0.1527
0,333.8837,359.431,2.2849,0.521,0.6308,-1.1405,0.2855,-0.1924,-0.1229,0.0464
0,331.3391,361.4383,2.2999,0.6303,0.8256,-1.4865,0.0494,-0.2439,0.1515,-0.2521
0,328.0449,362.5153,2.3312,0.666,0.7798,-1.5212,0.231,-0.408,0.0919,-0.0573
0,325.0974,363.9662,2.3943,0.7915,0.9142,-1.4885,0.2008,-0.3505,0.1631,0.1234
0,322.2118,365.737,2.4294,0.8633,1.1359,-1.4068,0.4995,-0.6834,0.0649,-0.0235
0,317.8118,367.1595,2.4313,0.8203,0.8792,-1.4792,0.5137,-0.5344,-0.1351,-0.1015
0,314.3358,369.751,2.4617,0.8363,1.093,-1.5738,0.2976,-0.5898,0.0642,-0.0664
0,311.1945,369.7915,2.5176,0.6911,0.8819,-1.3429,0.3286,-0.3687,-0.1517,-0.2173
0,307.7111,371.091,2.578,0.7414,0.9767,-1.52,0.3841,-0.4511,0.0771,-0.1603
0,304.6453,370.9902,2.577,0.6737,0.7723,-1.3909,0.189,-0.485,-0.0293,0.1227
0,300.4309,370.3113,2.6442,0.7779,0.8963,-1.322,0.0465,-0.517,-0.2254,0.0766
0,295.4348,370.2837,2.7329,0.6439,0.8148,-1.4463,0.2207,-0.4191,-0.191,0.1273
0,290.5825,369.9831,2.8238,0.6487,0.7313,-1.3025,-0.0435,-0.4477,-0.0603,0.09
0,285.9306,370.2904,2.8661,0.6609,0.8439,-1.3078,0.0286,-0.2376,0.0361,0.0777
0,282.0901,370.0013,2.9514,0.6718,0.7843,-1.2889,0.0844,-0.4487,-0.1717,-0.1235
0,279.4031,369.7891,3.0194,0.7612,0.9277,-1.1643,-0.0027,-0.6455,0.0011,-0.1846
0,276.2271,369.1294,2.9726,0.8405,0.8479,-1.1279,-0.1242,-0.364,-0.0493,-0.0921
0,272.7548,367.6929,3.0253,0.7715,0.6764,-1.0837,-0.0517,-0.1471,-0.0496,-0.2654
0,268.4696,366.0375,3.0139,0.6994,0.552,-0.9334,-0.1932,-0.3562,0.0154,-0.38
0,266.5125,363.8102,3.0659,0.6702,0.4684,-1.1211,-0.3557,-0.1727,-0.1074,-0.013
0,265.2395,362.064,-3.1051,0.5329,0.3397,-0.9324,-0.4197,0.1213,0.4389,-0.1324
0,264.7771,360.1122,-3.1199,0.393,0.0376,-1.203,-0.3158,-0.0388,0.5298,-0.0812
0,265.1786,358.2507,-3.0424,0.464,0.2493,-0.9519,-0.2998,0.1899,0.1316,-0.0324
0,264.2788,357.6986,-2.9942,0.3648,0.2136,-1.0494,-0.4094,-0.03,0.275,-0.0773
0,262.7416,356.7977,-3.0185,0.4625,0.3509,-0.9995,-0.1949,-0.1746,0.3561,-0.1109
0,260.479,356.4683,-2.9983,0.5354,0.214,-1.1355,-0.0829,-0.0164,0.2342,-0.2016
0,258.8327,355.7388,-2.931,0.3956,0.1596,-1.0399,-0.2343,-0.0129,0.4029,-0.1751
0,256.4221,354.8682,-2.9028,0.5246,0.2625,-1.2178,-0.2876,0.0514,0.3735,-0.4752
0,254.1597,354.4609,-2.8541,0.452,0.2165,-0.7662,-0.2613,-0.1062,0.4963,-0.4851
0,252.3993,353.8975,-2.8419,0.4416,0.0231,-0.7593,-0.4099,0.2897,0.2589,-0.1659
0,250.6712,352.1245,-2.827,0.4321,-0.1619,-0.8138,-0.2628,0.2415,0.3287,-0.1364
0,249.5255,350.316,-2.8394,0.263,-0.3739,-0.8744,-0.1303,0.1468,0.3905,-0.4454
0,249.3731,348.0997,-2.8396,0.151,-0.4808,-1.1616,-0.0576,0.256,0.3342,-0.3794
0,249.0901,345.3233,-2.7217,0.1878,-0.4045,-1.3025,-0.0746,0.4602,0.2821,-0.242
0,249.821,342.8478,-2.6445,0.0685,-0.3955,-1.2501,-0.1386,0.4659,0.4894,-0.2707
0,249.6882,341.2911,-2.6092,-0.0858,-0.5991,-1.0769,-0.0715,0.6345,0.4652,-0.5722
0,249.3455,341.2018,-2.5733,-0.014,-0.7428,-1.0635,-0.3103,0.4535,0.3668,-0.863
0,249.2031,340.5735,-2.5433,-0.0865,-0.6507,-0.764,-0.1666,0.3643,0.5234,-0.6472
3,249.3561,339.9316,-2.4949,-0.0234,-0.5533,-1.0018,-0.1926,0.4439,0.5906,-0.7183
3,249.3826,338.2826,-2.4779,0.012,-0.5963,-1.0713,-0.1686,0.3398,0.9873,-0.6784
3,249.6775,337.1996,-2.3222,-0.0649,-0.4781,-1.1068,-0.2699,0.085,0.4638,-0.6361
3,249.3955,334.8929,-2.351,0.0207,-0.5475,-1.0271,-0.1303,0.4251,0.7276,-0.7374
3,249.1891,334.1873,-2.3194,-0.0818,-0.4145,-1.0666,0.0463,0.4255,1.0178,-0.5149
0,248.1712,332.8995,-2.3102,-0.0874,-0.5321,-1.1491,0.1317,0.3536,1.0219,-0.713
0,247.4898,331.7837,-2.2953,-0.0165,-0.4228,-1.1658,0.2179,0.3195,0.7445,-0.8266
1,247.7894,331.215,-2.2314,0.0829,-0.151,-1.0409,0.2873,0.3079,0.625,-0.5361
1,247.8452,329.479,-2.2378,0.061,-0.1973,-0.986,-0.0403,0.428,0.6089,-0.4665
1,248.1812,328.4031,-2.2175,0.1917,-0.0618,-0.8908,0.1844,0.2017,0.3583,-0.8323
1,248.435,326.5426,-2.2171,0.0761,-0.1101,-1.0973,0.2109,0.3821,0.4725,-0.3186
1,249.2976,324.4476,-2.1507,0.0176,-0.049,-1.0869,0.3651,0.3431,0.3458,-0.4324
