syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
10,170.949,50.23,-0.5592,-5.7342,3.1141,-7.4197,2.8982,-0.1989,-0.6462,1.7517
10,168.1968,52.1184,-0.5341,-0.4596,-1.5734,0.6498,1.0465,0.8888,-0.9017,-0.0225
10,171.2326,51.7375,-0.3337,-0.1631,-0.3716,-0.4324,-0.9061,-1.8815,0.1481,-0.9404
10,175.9239,51.7377,-0.3734,-0.1979,-0.3193,0.585,-1.4331,-0.6901,-0.1556,-0.4163
10,179.7406,51.3259,-0.3234,-0.186,-0.2844,0.287,-1.2171,-0.7483,0.1046,-0.4015
10,182.6503,51.6797,-0.229,-0.29,-0.4704,0.1881,-1.094,-0.7998,0.1216,-0.6112
10,185.2545,50.6336,-0.2732,-0.2889,-0.4907,-0.0325,-1.3801,-0.3004,0.0682,-0.4214
10,188.1366,50.511,-0.3387,-0.3202,-0.6032,0.2081,-1.2013,-0.3405,0.2662,-0.4791
10,192.4846,48.9008,-0.168,-0.3739,-0.7539,0.0621,-1.2626,-0.2121,0.4032,-0.4462
10,195.1931,48.1942,-0.2086,-0.3047,-0.6552,-0.0215,-0.8953,-0.1283,0.143,-0.2304
10,199.3236,48.1805,-0.1863,-0.3023,-0.5228,-0.1589,-0.6402,-0.1638,0.3075,-0.3203
10,203.5241,48.8703,-0.2644,-0.3544,-0.5754,-0.1352,-0.7347,-0.0705,0.1696,-0.1528
10,206.7186,50.0095,-0.2218,-0.2535,-0.5192,-0.3553,-0.7853,0.0025,0.0643,-0.1021
10,210.099,50.4546,-0.2219,-0.3601,-0.4081,-0.0522,-0.5375,-0.1673,-0.0329,-0.0705
10,212.8238,50.8766,-0.132,-0.2096,-0.3517,-0.0911,-0.5699,-0.141,-0.0122,-0.4363
10,217.1828,51.0802,-0.202,-0.2391,-0.4137,0.0633,-0.4922,-0.1245,0.0701,-0.3905
10,221.9863,50.7532,-0.1822,-0.1915,-0.4111,0.08,-0.7224,-0.3833,0.0689,-0.3941
10,226.1923,50.9389,-0.2682,-0.1599,-0.5202,-0.172,-0.7054,-0.4315,0.1728,-0.5771
28,232.485,50.3264,-0.1834,-0.1559,-0.3696,-0.0992,-0.6715,-0.1762,0.2538,-0.4893
