syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
10,108.9227,246.7297,-2.5955,-3.0836,-1.4646,-5.4664,5.3092,-1.7155,5.7168,-0.2082
10,111.0144,248.3288,-2.8697,1.4579,-1.7008,-0.0807,3.7178,-0.3771,0.9975,1.2594
10,112.1677,248.6152,-2.8819,-0.6061,0.4856,-0.3773,-1.7695,0.331,-1.2366,-0.67
10,111.1294,245.1636,-2.4742,-0.07,-0.0049,0.4807,-0.3748,-0.3957,0.4953,-0.2049
10,110.3613,242.5933,-2.4733,-0.1744,-0.3846,0.5681,-0.5197,-0.4136,0.2481,0.0875
10,109.9519,239.9665,-2.4366,-0.1976,-0.2092,0.319,-0.6024,-0.1726,-0.1422,-0.1674
10,109.5403,237.7104,-2.3821,-0.2568,-0.4371,0.3968,-0.4939,-0.1238,0.1149,-0.0029
8,109.646,235.227,-2.2474,-0.3092,-0.401,0.2257,-0.5676,-0.2922,-0.1031,0.0231
8,109.1194,232.5175,-2.2501,-0.3148,-0.427,0.3069,-0.5694,-0.163,0.1854,-0.2217
8,108.7076,229.7396,-2.2058,-0.337,-0.4991,0.2392,-0.6779,0.1564,0.249,0.0886
8,109.5848,226.0373,-2.1166,-0.3639,-0.5151,0.3549,-0.5655,-0.1703,-0.0512,0.0762
8,109.4173,221.9867,-1.9782,-0.3545,-0.5268,0.3889,-0.5704,-0.1912,0.1184,-0.1075
8,108.9946,218.6773,-1.9273,-0.3737,-0.3724,0.5791,-0.6174,-0.3203,0.1141,0.1444
8,108.5523,215.2087,-1.9311,-0.2872,-0.4189,0.5476,-0.8163,-0.1317,-0.1062,0.1496
8,107.0472,213.8509,-1.8755,-0.3298,-0.1935,0.4332,-0.7085,-0.1629,0.0015,0.0391
8,106.2681,210.4268,-1.8411,-0.3564,-0.3773,0.2444,-0.6714,0.0063,-0.0069,0.1879
8,105.6842,205.7772,-1.8865,-0.3019,-0.5421,0.1941,-0.5303,0.1538,0.1849,-0.0906
8,106.8923,202.067,-1.8223,-0.2588,-0.5713,0.3669,-0.7915,0.2265,0.0032,0.3745
8,106.788,197.7557,-1.7403,-0.2077,-0.5038,0.2748,-0.7077,0.2773,-0.036,0.2029
8,107.0141,192.5034,-1.7479,-0.074,-0.4023,0.3142,-0.6924,0.2289,-0.0435,0.2793
8,106.8201,187.3437,-1.6568,-0.1477,-0.4156,0.505,-0.5725,0.0507,-0.1413,0.3432
8,106.0676,183.7546,-1.6321,-0.1763,-0.3289,0.4136,-0.4336,0.1539,-0.0747,0.2767
8,106.5405,176.8924,-1.642,0.0368,-0.326,0.5791,-0.6397,0.3241,-0.1654,0.1331
8,107.1249,169.4329,-1.5307,-0.0094,-0.3702,0.4193,-0.4847,0.1629,0.1979,0.4687
8,108.4041,164.2817,-1.5536,-0.1439,-0.2591,0.4539,-0.4624,0.2325,0.1352,0.0704
8,108.8228,158.8853,-1.5246,-0.0526,-0.3401,0.6008,-0.6716,0.3676,-0.1598,0.0249
8,109.6868,154.8866,-1.4833,-0.0191,-0.3502,0.5475,-0.3719,0.3508,-0.0488,0.0448
8,109.6526,151.537,-1.5011,-0.0027,-0.1888,0.5989,-0.2854,0.2887,-0.0256,-0.1004
8,110.5965,146.7721,-1.4429,-0.0292,-0.2598,0.6426,-0.6445,0.3525,-0.0384,-0.1541
8,110.8954,139.737,-1.5003,-0.1097,-0.2404,0.7267,-0.5585,0.3759,0.0328,-0.3193
8,112.9246,133.1277,-1.4357,-0.0482,-0.6037,0.7095,-0.5888,0.4443,-0.0358,-0.2283
8,114.6432,128.2304,-1.4874,0.0227,-0.64,0.7274,-0.7805,0.5679,0.0252,0.0078
8,116.3672,122.2124,-1.4088,-0.0792,-0.3662,0.8039,-0.7123,0.3495,0.0459,-0.0611
8,116.5958,117.4773,-1.4442,-0.1515,-0.4655,0.9853,-0.8109,0.4223,-0.0543,-0.0634
8,117.1278,112.6911,-1.4182,-0.1986,-0.3661,1.2364,-1.0003,0.1858,0.0769,0.1133
8,117.8251,108.0712,-1.4235,-0.1792,-0.4563,1.174,-0.8708,0.1625,0.1273,0.5105
8,118.5812,101.5773,-1.3792,-0.162,-0.3726,1.1696,-0.9306,0.2877,0.3563,0.422
8,120.3592,96.3279,-1.4416,-0.1922,-0.5304,0.9761,-0.9923,0.3077,0.2302,0.1628
8,120.8202,90.9337,-1.4884,-0.22,-0.5305,0.9937,-1.025,0.3236,0.3148,0.6563
8,124.6756,87.6099,-1.4816,-0.1095,-0.5414,1.0072,-0.6688,0.4147,0.2738,0.3431
8,125.462,85.4313,-1.4551,-0.2259,-0.4613,0.9285,-0.5278,0.1989,0.3675,0.2641
8,125.3651,80.1539,-1.4337,-0.2295,-0.5154,0.8664,-0.6652,0.4008,0.4282,0.523
0,126.2365,75.2382,-1.3683,-0.2428,-0.6008,0.5801,-0.6101,0.2198,0.4296,0.6314
0,127.7884,70.1541,-1.3624,-0.0811,-0.5567,0.3766,-0.2348,0.0295,0.2203,0.6928
7,127.4814,66.2746,-1.2699,-0.1298,-0.5262,0.2393,-0.1193,0.2001,1.1661,0.9862
7,128.2882,63.7894,-1.2523,-0.1329,-0.4075,0.0053,0.1062,-0.4337,0.599,0.7074
6,128.3096,62.1724,-1.2986,-0.1535,-0.6539,0.3115,0.1207,-0.2687,0.617,0.7549
