syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5
13,301.604,292.3247,1.4159,-2.1189,1.4952,1.4411,-1.3705,0.6497,2.7727
13,302.4064,291.6846,1.4938,3.0151,-2.2109,-1.9015,0.7215,1.055,1.1944
13,302.8777,292.1465,1.4565,1.3102,-0.6375,0.2218,-0.3848,1.0924,2.3983
13,302.0189,292.2691,1.4328,1.9031,-0.8641,0.0192,0.1276,0.9671,1.3821
0,302.5553,292.198,1.3554,1.8532,-0.6489,-0.7739,-0.1053,1.3546,0.8912
0,303.2333,292.6362,1.3979,1.6539,-0.6193,-0.3851,-0.1356,0.8147,1.2898
0,304.4673,292.7243,1.3747,1.7024,-0.6749,-0.2141,-0.0202,1.1064,0.898
0,304.9388,292.7369,1.3418,1.6933,-0.6533,-0.3333,-0.1982,1.3072,1.0924
0,305.2944,293.9742,1.2943,1.6333,-0.8565,-0.2509,-0.1541,1.2068,1.2706
0,305.5166,294.4323,1.3005,1.5883,-0.6879,-0.2053,0.0503,0.8522,0.7473
0,306.3425,293.8451,1.2913,1.5334,-0.8375,-0.2838,-0.0163,0.9997,1.1801
0,306.7584,293.713,1.2749,1.6114,-0.9086,-0.301,-0.0346,1.3411,0.9558
0,307.2675,293.666,1.2628,1.5889,-0.7184,-0.2682,-0.0752,1.0747,1.033
0,306.9084,294.3552,1.228,1.5366,-0.8259,-0.2636,-0.1187,1.177,1.4323
0,307.7152,295.6894,1.2408,1.6524,-0.9328,-0.2619,0.2122,1.0849,1.2828
0,307.9491,295.5246,1.1967,1.5628,-0.9148,-0.3449,0.2121,0.9786,0.9626
0,307.9953,296.765,1.1873,1.7547,-1.107,-0.3875,0.3003,0.8138,1.2624
0,308.6385,296.6369,1.1616,1.7495,-1.071,-0.2469,0.134,0.7901,1.0277
0,309.8135,296.9769,1.1519,1.8082,-1.169,-0.4397,0.0296,0.9954,1.0785
0,308.6314,297.6782,1.1317,1.9385,-1.213,-0.3227,0.1368,0.5933,1.1995
0,308.7658,296.6272,1.1776,1.8568,-1.2443,-0.3088,0.0935,0.3708,1.1114
0,309.2238,294.8699,1.1466,1.7654,-1.2435,-0.4079,-0.2237,0.2931,0.548
0,308.726,293.9905,1.1512,1.9913,-1.2094,-0.2936,-0.138,0.5955,0.8581
0,308.8698,292.9093,1.1693,1.8629,-1.3191,-0.5887,-0.0807,0.3673,0.9798
0,308.8735,291.2095,1.0788,1.77,-1.5586,-0.5551,-0.1835,0.5929,0.9464
2,309.4988,289.7734,1.1466,1.5569,-1.4225,-0.7392,0.0099,0.1588,0.9341
2,308.8533,289.8799,1.0803,1.1818,-1.3454,-0.6224,-0.5267,0.0494,0.5218
2,308.7891,289.0098,1.0312,0.9781,-0.999,-0.6801,-0.1628,0.522,0.1654
2,308.1328,288.8542,1.0873,0.5826,-0.6952,-0.3353,-0.423,0.1014,-0.0163
2,306.5712,287.5672,1.1903,0.6168,0.0937,-0.4314,-0.2445,0.1329,0.3669
2,304.818,285.3129,1.3714,0.4456,0.5731,-0.4348,-0.0671,-0.0455,0.3292
2,303.5513,285.2553,1.4293,0.1628,0.7777,-0.2365,-0.1035,0.1696,-0.091
2,301.5465,283.7215,1.5146,0.2667,1.1443,-0.1418,0.163,-0.191,0.0494
2,300.0555,283.0553,1.5941,0.3122,1.1498,0.035,-0.1166,-0.6784,-0.2154
2,299.0131,282.3747,1.7717,0.2084,1.644,0.0427,-0.0645,-0.561,-0.245
2,298.4511,282.7685,1.839,-0.0355,1.4977,-0.2238,0.227,-0.0742,-0.4637
2,297.1305,283.6118,1.8137,0.1287,1.6394,-0.3964,0.5552,-0.3963,0.2331
2,296.6982,283.2129,1.9594,0.0873,1.3564,-0.3015,0.549,-0.0792,-0.2331
2,296.6566,284.9538,1.9234,0.4354,1.5703,-0.4708,0.8731,-0.7519,0.2051
2,295.8936,285.9898,1.9129,0.5379,1.7647,-0.565,0.7205,-0.5879,0.2161
2,294.93,287.3307,1.963,0.7071,1.7989,-0.6037,0.7613,-0.7139,0.3689
2,292.8483,289.188,2.0345,0.7818,1.5163,-0.6655,0.8643,-0.2888,0.7474
2,290.772,290.5232,2.1995,0.9332,1.62,-0.7658,0.8098,-0.5481,0.5214
2,289.7341,291.5724,2.2141,0.9659,1.4614,-0.9425,1.0729,-0.4589,0.8659
2,287.8487,293.3997,2.2543,0.8194,1.8635,-0.8842,1.2238,-0.5831,0.1408
2,286.2609,295.2765,2.2274,0.8073,1.9156,-0.6155,1.0731,-0.2363,0.5574
2,284.0834,296.8085,2.3469,0.6497,1.7362,-0.4829,0.8225,-0.0979,0.6716
2,282.2113,297.1738,2.3544,0.5769,1.4968,-0.1591,0.4817,0.1058,0.9112
2,281.5796,298.1836,2.4455,0.9321,1.3047,0.0477,0.5013,-0.1942,1.3111
2,280.9502,298.7717,2.4317,0.6646,1.3666,-0.038,0.428,0.2048,0.743
2,279.1759,299.3648,2.4342,0.9446,1.2312,0.0237,0.4887,0.4036,0.9508
2,278.3615,299.2803,2.5205,0.6854,1.5886,0.1292,0.5024,0.3221,0.7118
2,276.5197,299.3248,2.5959,0.93,1.3536,0.2944,0.4056,0.2282,0.6126
2,274.8372,299.1489,2.6332,0.8098,1.4494,0.4899,0.4766,0.2225,0.6424
2,273.5898,299.6349,2.6852,0.9905,1.8134,0.2722,0.7774,0.1279,0.927
2,272.1656,298.5837,2.6558,0.8541,2.3094,0.1091,0.901,0.1264,0.535
2,270.1803,298.4619,2.7272,0.8264,2.2752,0.1623,0.9215,0.4501,0.528
2,269.083,297.3328,2.7627,0.9716,2.2416,-0.3571,1.4491,0.2867,0.8939
2,267.3566,297.7034,2.9283,0.9129,1.9924,-0.1223,1.0218,0.2131,1.0387
2,266.0952,296.5806,3.0122,0.7367,2.0309,-0.4685,1.2233,0.2151,1.3725
2,263.7821,295.8538,2.9774,0.5552,1.994,-0.6732,1.3674,0.1821,1.1658
2,260.3362,296.6853,3.0498,0.5289,1.9292,-0.2255,1.1163,0.1282,1.2159
2,259.1595,296.4827,3.0401,0.6728,1.7071,-0.2614,1.119,-0.0302,1.5456
28,256.1219,296.6479,-3.1267,0.8181,1.562,-0.0239,1.2665,-0.0494,1.2718
28,252.8586,296.8894,3.1159,1.0329,1.2896,0.0359,1.3678,0.0562,1.8922
28,250.3352,295.6767,-3.0957,1.0709,1.0507,-0.1367,1.373,-0.2534,1.4843
28,248.097,294.4865,-3.0983,1.1738,0.8087,-0.4054,1.4154,0.0066,1.3086
28,244.4131,294.4334,-3.0222,1.3173,0.6747,-0.3824,1.5553,-0.2838,1.0022
28,240.7108,293.8966,-3.0278,1.1074,0.6399,-0.3517,1.242,0.2864,1.1374
28,236.6249,293.1881,-3.0126,1.1211,0.5175,-0.6904,0.9256,-0.2809,0.8172
28,232.9808,293.5636,-3.0401,1.0811,0.599,-0.3207,1.0623,0.1638,1.1393
28,229.0845,293.1283,-3.0019,0.9977,0.5502,-0.2385,1.0822,0.0864,1.1607
28,225.9751,293.5368,-3.0767,1.074,0.5947,-0.2912,0.6328,0.618,0.9532
28,221.5618,292.8965,-3.0692,1.0714,0.5139,-0.2496,1.1458,-0.267,0.7455
28,217.0396,293.6183,-3.066,1.0781,0.4334,-0.3782,0.789,0.0286,0.8252
28,214.6514,293.1849,-3.0305,1.1111,0.489,-0.388,1.1697,-0.0202,0.8068
28,210.692,293.3249,-3.0808,1.0574,0.4672,-0.4346,0.9441,0.1095,0.895
28,208.2062,293.5851,-3.0787,1.0265,0.2384,-0.3603,0.7707,-0.1759,0.7336
28,203.5053,293.9837,-3.1169,0.8932,0.4541,-0.3696,1.0093,0.1207,0.567
28,200.7896,293.3594,-3.0858,0.9956,0.3685,-0.7431,0.6483,-0.3216,0.3874
28,197.6564,293.9057,-3.0968,0.9782,0.6227,-0.4866,0.8957,-0.1747,0.8226
28,194.0488,293.6523,-3.1287,0.9921,0.4904,-0.71,1.107,-0.0825,0.6294
28,191.2072,293.33,-3.1241,0.8598,0.4994,-0.9145,1.0114,-0.202,0.7924
28,186.657,293.8791,-3.0784,1.0043,0.5915,-0.5866,1.3356,0.0544,0.5053
28,183.0593,294.3465,3.0823,0.9262,0.3447,-0.6249,0.9218,0.025,0.4317
28,179.9715,294.5177,-3.123,0.9303,0.2953,-0.7148,0.8649,-0.2193,0.6299
28,177.2207,294.6045,-3.1087,1.0209,0.3851,-0.5083,0.5485,0.3199,0.5756
28,173.5352,294.8807,-3.0814,0.9902,0.3568,-0.7113,0.9474,-0.0125,0.4728
28,170.1843,295.0946,-3.1203,0.9896,0.1204,-0.6834,0.5967,-0.3467,0.9445
28,167.8333,294.568,-3.0893,0.9883,0.4059,-0.6968,0.6767,-0.4509,0.3001
28,164.7589,294.4108,-3.1322,1.1653,0.3974,-0.622,0.7737,-0.3519,0.7736
28,160.9948,294.4919,-3.1215,1.1637,0.2979,-0.6367,0.5835,-0.5674,0.6376
28,157.0087,294.6231,-3.0342,1.2484,0.2006,-0.5516,0.6745,0.1907,0.3276
28,153.3257,295.6566,-3.1263,1.1032,0.328,-0.7415,0.7381,-0.7266,0.8073
28,150.3619,295.981,-3.089,1.1615,0.1604,-1.0108,0.5983,-0.8493,0.3813
28,146.5735,296.3885,-3.1181,1.1692,0.2658,-0.8368,0.9244,-0.2109,0.6257
28,143.2695,296.3241,-3.1038,1.0065,0.2311,-1.0147,1.0001,-0.7684,0.6936
28,139.3618,296.9462,-3.1264,1.1063,0.1265,-0.9789,0.8919,-0.2563,0.4113
28,135.243,297.5278,3.1296,0.9692,-0.084,-1.1408,0.846,-0.3517,0.2431
