syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5
0,291.4932,260.8815,-0.6869,1.0077,-1.7618,0.9244,-1.2939,-0.1394,-1.5266
0,291.3662,261.4891,-0.8943,2.3715,-2.4907,-3.6306,0.7394,0.5137,1.0966
0,292.6416,261.8852,-0.8351,1.3694,0.4204,-0.4411,0.8006,-0.7672,-1.572
0,292.2869,261.525,-0.851,1.7069,-0.4338,-0.2822,-0.017,-0.1703,-0.6837
0,291.8067,261.7071,-0.9303,1.5731,-0.4347,-0.9618,0.2965,-0.3103,-0.226
0,291.7774,261.7985,-0.9694,1.4959,-0.3948,-0.6762,0.4339,-0.3454,-0.8871
0,291.7913,261.2339,-1.0723,1.6131,-0.5283,-0.4012,-0.0863,-0.1134,-0.525
0,290.8888,259.4586,-1.201,1.6409,-0.6819,-0.3907,0.1972,-0.1972,-0.5373
0,290.574,258.3899,-1.1798,1.6106,-0.6502,-0.4732,0.22,-0.2975,-0.707
0,290.2943,257.0757,-1.2923,1.701,-0.7967,0.0234,0.2401,0.2081,-0.2226
0,290.0896,254.3927,-1.3196,1.7201,-0.7353,-0.064,0.3488,-0.4494,-0.1698
2,290.1023,249.9709,-1.4422,1.5141,-0.9058,-0.0513,-0.0343,-0.1394,-0.525
5,289.3859,240.998,-1.3964,1.3173,-0.9269,-0.0589,0.2508,0.2455,-0.7981
5,288.9705,228.9047,-1.2295,1.4955,-0.9864,0.0362,0.2079,0.0166,-0.3929
5,289.4232,217.1526,-1.5248,1.2994,-1.1496,-0.1956,0.4035,-0.1665,-0.4622
5,289.3089,209.0819,-1.5161,1.2768,-0.9414,-0.1347,0.2254,-0.0319,-0.4436
5,288.7472,203.7461,-1.6048,1.4355,-1.0146,-0.036,0.1619,0.02,-0.3022
5,289.83,200.733,-1.5765,1.5651,-0.9394,-0.14,0.0915,0.057,-0.5779
5,289.361,197.5927,-1.5321,1.5928,-0.7117,-0.1715,0.0906,0.0357,-0.6365
5,288.7044,196.1018,-1.5519,1.6661,-0.6692,-0.052,0.4921,-0.0516,-0.6754
5,288.7961,194.7915,-1.5407,1.683,-0.5821,-0.1557,-0.1699,0.1657,-0.8118
5,288.2729,192.7477,-1.5604,1.6871,-0.8219,-0.1186,0.294,0.0592,-0.5651
5,290.2062,191.2151,-1.5335,1.8397,-0.8045,-0.0602,0.1013,0.3478,-0.7209
5,290.1642,191.0663,-1.5468,1.8124,-0.7089,-0.2143,0.2797,0.058,-0.9895
5,289.9858,189.6807,-1.4599,1.9571,-0.4707,-0.4494,0.2575,-0.0623,-0.666
5,290.7712,189.2199,-1.5079,1.8745,-0.288,-0.3055,0.3242,-0.1274,-1.0244
5,291.5749,188.0491,-1.4699,1.9368,-0.2224,-0.0536,0.313,0.0235,-0.7792
5,292.3955,188.2228,-1.3809,1.7957,0.1364,-0.003,0.5518,-0.166,-0.9514
5,292.6117,188.811,-1.2919,1.8809,0.3022,-0.2383,0.2157,-0.074,-0.7618
5,292.5034,189.1055,-1.3029,1.7025,0.1184,-0.0855,0.2833,-0.3569,-0.7955
5,293.7135,189.0314,-1.3007,1.7193,-0.1229,-0.2597,0.4041,0.1875,-0.4901
5,294.6247,187.764,-1.2533,1.6897,0.1054,-0.1477,0.2795,0.0864,-0.2221
5,296.0983,187.1004,-1.2378,1.6992,0.165,-0.2717,0.4289,-0.3341,-0.6394
5,297.2396,185.9036,-1.3359,1.7443,0.5357,-0.4978,0.6453,-0.3508,-0.586
5,297.2548,185.0359,-1.2958,1.7718,0.4651,-0.5504,0.7398,-0.2729,-0.5799
5,297.8267,184.3966,-1.1782,1.9317,0.8067,-0.6167,0.4149,-0.455,-0.4768
5,299.0044,183.648,-1.1583,1.8827,0.6846,-0.5593,0.7465,-0.259,-0.2848
5,298.9401,182.7863,-1.2114,2.0279,0.8307,-0.5482,0.7205,-0.2599,-0.2435
