syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5
14,302.2188,161.1532,-1.5524,2.2902,0.6098,3.2444,-0.8634,-0.1876,-7.6854
14,303.1241,160.4735,-1.5972,3.8267,1.5897,1.4787,-1.3448,1.7506,5.8263
14,303.6702,160.7515,-1.3374,0.2505,-0.1129,-1.8725,-0.4167,-1.8976,0.3631
14,303.8142,159.2146,-1.3749,0.4443,-0.0851,-1.0224,0.7244,-0.9368,-1.9285
0,304.339,157.6079,-1.4448,0.4632,0.1451,-1.1404,-0.2552,0.3792,1.1823
0,304.1865,155.6181,-1.3006,0.4609,-0.0451,-1.042,-0.3083,-0.3209,0.2569
0,303.6598,153.186,-1.3347,0.3531,-0.0461,-1.1434,0.098,-0.549,-0.8667
0,303.8631,151.2646,-1.3369,0.3417,-0.0938,-1.308,-0.0328,-0.0887,0.1906
0,304.2415,148.7996,-1.4407,0.4276,-0.1469,-0.9398,0.0376,-0.39,-0.4543
6,304.048,146.9312,-1.5224,0.2079,-0.6056,-0.8972,0.0403,-0.4337,-0.4921
6,303.6723,146.5406,-1.477,0.1511,-0.7649,-0.6626,0.0246,-0.2827,-0.4113
6,303.0743,145.3641,-1.5905,0.3195,-0.8477,-0.303,-0.187,0.106,-0.3967
6,302.3164,146.0156,-1.7204,0.4944,-0.8186,-0.0831,-0.2192,0.2269,-0.2063
6,301.1119,146.2625,-1.801,0.3319,-0.897,0.1532,-0.3393,0.4376,-0.4088
6,299.9018,145.9632,-1.9093,0.0694,-0.9026,-0.0272,-0.2317,0.2645,-0.4819
6,299.3929,144.7694,-1.9928,-0.1337,-1.3762,0.0381,-0.419,0.7748,0.0452
3,298.1859,144.2319,-2.0291,0.07,-1.6013,0.213,-0.3175,0.5004,0.1082
3,296.8377,143.92,-2.0241,0.057,-1.7726,0.1633,-0.4461,0.6425,-0.0187
3,295.0654,143.653,-2.0812,0.2519,-1.4485,0.3627,-0.0926,0.4464,-0.17
3,292.4547,142.775,-2.2241,0.1921,-1.2667,0.2875,-0.0448,0.123,-0.0128
3,290.7896,141.1988,-2.2902,0.2033,-1.1924,0.2587,-0.4683,0.3043,-0.107
3,288.6801,139.7462,-2.3408,0.0657,-1.3219,0.272,-0.4887,0.5995,0.0485
3,285.8262,137.0923,-2.4698,0.0675,-1.3062,0.4637,-0.7784,0.7688,-0.0537
3,283.5891,134.6481,-2.3722,0.1353,-1.3737,0.5681,-0.7195,0.8932,-0.1563
