syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5
28,26.7276,295.4229,1.8996,-1.922,0.7055,-8.437,3.1921,-0.955,3.6546
28,26.5234,296.2854,2.1562,1.4176,0.203,-1.8639,1.2254,0.8648,1.9092
28,26.3723,296.7095,2.3493,-0.2747,0.2766,-0.7922,1.8563,-3.1366,-0.221
28,26.2441,297.8397,2.1567,0.0675,-0.469,-1.4032,-0.1502,-1.1444,1.6346
28,26.2495,298.5291,2.1868,0.0751,0.2783,-1.0105,0.9066,-0.9781,0.1306
28,27.0652,298.1419,2.1253,-0.095,-0.0601,-1.3418,0.7294,-0.7343,1.2269
28,27.2591,298.6731,2.0636,-0.2014,0.0072,-1.1408,0.6204,-1.1203,0.5822
28,27.2133,298.6786,2.1092,-0.1945,-0.0717,-1.1953,0.4212,-0.7553,0.7195
28,27.0879,299.2104,2.0,-0.0034,0.0277,-1.0501,0.2971,-0.9876,0.6083
28,27.6723,299.6953,2.0211,-0.2169,-0.0044,-0.8268,0.2216,-0.6182,0.9168
28,27.4931,299.9858,1.9576,-0.2349,0.1994,-1.0004,0.3744,-0.885,0.482
28,27.9352,299.8783,2.0065,-0.1194,0.154,-0.8854,0.1829,-0.9164,0.9145
1,27.9315,299.7108,1.9813,-0.312,0.0702,-1.2788,0.3162,-1.0128,0.3662
1,27.9851,299.2374,1.858,-0.433,0.0956,-1.073,0.3982,-0.7829,0.6023
1,29.907,299.4557,1.8871,-0.5793,-0.0068,-1.3557,0.4919,-0.8629,0.4512
1,30.3341,299.7958,1.8355,-0.5992,-0.3099,-1.232,0.3053,-0.7497,0.7388
1,30.4886,299.3829,1.7532,-0.5538,-0.2442,-1.0848,0.1369,-0.7018,0.6257
1,31.5339,300.3111,1.6412,-0.4431,-0.5634,-1.0341,0.309,-0.6773,0.7825
1,31.4213,300.9172,1.6136,-0.7728,-0.9288,-1.0631,0.1765,-0.3698,0.3522
1,31.6503,301.1918,1.5876,-0.6345,-0.875,-1.2427,0.0329,-0.5081,0.6911
0,30.6267,300.8833,1.5666,-0.7471,-1.0155,-1.2591,0.2565,-0.1508,0.6332
0,30.1293,300.3715,1.46,-0.9266,-1.1444,-1.2477,0.2237,-0.3908,0.3802
0,29.8599,300.2744,1.5012,-0.806,-1.1146,-1.2726,-0.1145,-0.0339,0.4706
0,30.2773,301.1796,1.6316,-0.9149,-1.2388,-1.1173,-0.105,-0.5258,0.2804
0,30.7178,301.8686,1.4458,-0.8035,-1.4443,-0.89,0.0572,-0.3269,0.4413
0,30.7336,301.5403,1.493,-0.6818,-1.4376,-0.9897,-0.204,0.0222,0.6831
7,30.7327,300.9026,1.3569,-0.6021,-1.5004,-0.7135,-0.1516,-0.1432,0.3392
7,31.4047,301.2063,1.4948,-0.7929,-1.5067,-0.8449,0.0102,-0.5646,0.223
7,31.6857,301.192,1.3444,-0.5748,-1.5869,-0.5856,0.0042,0.2073,0.4779
7,32.7778,301.6997,1.2023,-0.5716,-1.964,-0.6098,0.1641,0.3055,0.6466
7,35.0081,302.362,0.9901,-0.4182,-2.41,-0.3723,-0.0402,0.5886,0.7469
7,37.1955,303.5443,1.0236,-0.2103,-2.6091,-0.1866,-0.1342,0.4998,0.7505
7,37.8364,304.2423,0.9482,-0.1789,-2.6628,0.229,-0.3717,1.165,0.8077
7,40.3438,304.6933,0.7849,-0.1432,-2.7703,0.0939,0.0086,0.7874,0.5991
7,42.2351,305.0142,0.7622,0.0077,-2.5579,0.3139,0.1797,0.7309,0.4934
7,43.0969,305.4524,0.7684,0.3239,-2.4989,0.3099,0.0558,0.6137,0.8346
7,44.2513,305.3443,0.7099,0.2203,-2.1809,0.5164,0.0541,0.5947,0.5285
7,46.3773,305.562,0.6675,0.4045,-2.2621,0.2728,0.2454,0.3501,0.5858
7,47.7145,304.8469,0.5734,0.3586,-1.9859,0.2439,0.1971,0.1966,0.5521
0,48.0573,305.7992,0.672,0.2915,-1.9253,0.2233,-0.1581,0.3789,0.5074
0,48.5717,306.2874,0.7352,0.2975,-1.708,0.4966,0.2273,0.043,0.3824
0,48.3094,306.4542,0.6756,0.3111,-1.6024,0.2557,-0.0847,0.5707,0.2606
0,48.8892,306.3092,0.7172,0.3612,-1.5452,0.4265,-0.0672,-0.0954,0.5197
0,48.3907,306.1679,0.6573,0.3964,-1.7273,0.305,-0.0727,0.1633,0.2335
0,48.83,305.9756,0.7708,0.3673,-1.6529,0.3152,0.0503,0.0425,0.254
