syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5
23,52.1917,35.9457,-1.1859,0.0291,0.7163,-2.1669,-2.7358,-1.1184,1.2888
23,52.1349,35.8523,-0.7498,-1.899,0.3177,0.5084,2.5408,2.4888,-0.0679
23,53.9696,35.6094,-0.6353,0.2429,1.0122,-0.1016,0.9095,-0.1883,-0.628
23,55.9565,34.8231,-0.5357,0.0298,1.0771,-0.3707,0.6321,1.1515,1.3304
23,57.7407,33.8967,-0.4971,0.4179,1.0901,-0.1569,0.9283,0.5889,0.822
23,61.4319,33.0942,-0.5092,0.5172,0.6592,-0.2694,0.7863,0.2062,0.7804
23,63.6354,32.3482,-0.3245,0.4595,0.7362,-0.2639,1.0034,0.2259,0.8156
23,66.3535,31.9373,-0.3629,0.4509,0.6083,-0.5455,0.8371,0.4949,1.0036
23,67.8269,30.6932,-0.2675,0.3343,0.6812,-0.5301,1.2035,0.1315,0.8494
23,70.138,30.7202,-0.3127,0.3111,0.5373,-0.3971,0.881,0.2629,1.0434
23,73.0456,31.1518,-0.3305,0.4241,0.5758,-0.5901,0.6407,0.468,0.8162
23,75.8519,30.1543,-0.244,0.3388,0.505,-0.7498,0.5696,0.3841,0.4759
23,79.3692,29.5581,-0.2185,0.5001,0.611,-0.8922,0.4207,0.399,0.5944
23,82.0343,29.9237,-0.2419,0.6511,0.8057,-0.7181,0.899,0.3757,0.3358
23,84.6371,29.7268,-0.1551,0.7896,0.6893,-0.7927,0.4485,0.4571,0.8545
23,88.1036,28.5505,-0.0966,0.8346,0.806,-0.9473,0.3985,0.3481,0.4758
23,90.5899,27.7295,-0.1248,0.9436,0.7448,-0.9825,0.5633,0.2499,0.2085
23,94.1575,27.7319,-0.1997,0.8652,0.9992,-0.8652,0.6018,0.5979,0.1679
23,97.9194,27.889,-0.1924,0.6566,0.6429,-1.1039,0.29,0.6114,0.1066
23,101.1766,26.6363,-0.1238,0.9485,0.7165,-0.9294,0.5303,0.4268,0.0895
23,104.333,26.2399,-0.0829,0.8008,0.6952,-0.9223,0.6412,0.4924,-0.0213
23,107.1994,26.5061,-0.046,0.8904,0.6486,-0.7263,0.6425,0.5394,0.2934
23,110.1636,26.9114,-0.0681,1.0062,0.5218,-0.861,0.2876,0.4821,0.0461
23,113.8916,27.3466,-0.0579,0.9504,0.4294,-0.8436,0.5096,0.5099,-0.1905
23,117.2551,26.9462,0.0068,0.7556,0.4446,-0.7689,0.6808,0.4625,-0.398
23,120.6403,26.2539,0.0059,0.893,0.4439,-0.8617,0.4418,0.4863,-0.0342
23,124.7202,25.6146,-0.0986,0.9148,0.5758,-1.0107,0.5732,0.4128,-0.1533
23,127.1337,25.9526,-0.0526,0.7891,0.4647,-0.7673,0.6505,0.2736,-0.0812
23,131.7569,26.1664,-0.1075,0.6861,0.4422,-1.0144,0.5098,0.5824,-0.1478
23,136.6142,25.9624,-0.0316,0.6627,0.2302,-0.9007,0.5738,0.4008,-0.0174
23,139.8642,26.0526,-0.0708,0.9182,0.0736,-0.9908,0.4389,0.5894,0.2784
23,142.0024,26.713,-0.0583,1.1039,0.2768,-0.8786,0.6,0.4131,0.4145
23,147.075,26.4505,-0.0346,1.025,0.1565,-0.7576,0.5124,0.4493,0.2223
23,150.6199,26.6213,-0.1147,1.1925,0.445,-0.6206,0.5787,0.4333,0.7098
23,154.6254,26.2304,-0.0708,0.9505,0.2418,-0.6261,0.3645,0.5214,0.1312
23,158.2283,26.0231,-0.0403,1.2033,-0.0303,-0.8625,0.1022,0.5303,0.5074
23,162.3952,25.6018,-0.0602,1.0671,0.1382,-0.7012,0.4248,0.5986,0.8426
23,165.8726,26.9211,-0.024,1.1568,0.0502,-0.6607,0.3623,0.216,0.3365
23,168.9125,25.8636,-0.1105,0.8338,-0.063,-0.5482,0.4427,0.3312,0.3777
23,172.3452,26.1393,-0.0219,0.9802,0.0821,-0.5403,0.4303,0.3503,0.4823
23,176.0733,26.2361,-0.0696,0.7549,0.1525,-0.5796,0.9362,0.3793,0.7803
23,179.5207,26.1429,-0.0808,0.6519,0.084,-0.5299,0.8324,0.5635,0.6595
23,182.6706,26.4396,-0.0723,0.7941,0.2382,-0.5301,0.8295,0.5946,0.8034
