syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5
5,116.019,184.5088,2.8537,1.934,0.883,4.4184,-2.2088,-9.6376,-2.7889
5,117.2754,185.3356,2.403,0.8226,0.668,0.3112,-1.315,-1.1754,0.7678
5,116.5503,187.3015,2.288,0.5832,0.5503,-0.6844,0.2992,2.3632,-1.581
5,113.9014,190.4808,2.5017,0.5676,0.1101,-0.3295,-0.1146,-2.0762,-1.208
5,112.7291,193.1531,2.4546,0.4423,-0.0468,-0.2265,-0.2118,-1.4869,-0.8564
5,110.962,196.5957,2.4688,0.3323,0.223,-0.3094,-0.0243,-0.5115,-1.6566
5,109.2731,199.8305,2.5283,0.5281,0.2384,-0.3803,-0.5952,-0.6364,-1.5823
5,107.5158,203.123,2.3837,0.4595,0.0757,-0.2708,-0.1347,-0.6941,-1.2765
5,105.9583,206.5767,2.4373,0.6064,0.0591,-0.2481,-0.105,-0.4903,-1.3173
5,103.7584,208.7234,2.3141,0.4879,0.0714,-0.3635,-0.1585,-0.6858,-1.4556
5,100.932,211.8369,2.1596,0.7737,0.1444,-0.2332,-0.0454,-0.6074,-1.261
5,99.4724,215.9849,2.1069,0.5795,-0.2255,-0.3849,0.0722,-0.1023,-1.4717
5,97.0761,221.3318,2.1591,0.6926,-0.1216,-0.4025,-0.0133,-0.6706,-1.3412
5,95.2648,225.0873,2.0107,0.6615,0.2185,-0.3465,0.1127,-0.6756,-0.8177
5,94.9201,229.3443,2.0419,0.8549,0.2086,-0.3508,0.4515,-0.9079,-0.8954
5,94.0072,233.264,2.1991,0.6599,0.2028,-0.4772,0.1343,-0.6149,-1.0776
5,92.2087,237.9792,2.1656,0.5269,0.1761,-0.7583,0.2013,-0.9191,-1.1132
5,88.7312,241.3097,2.2262,0.625,0.3629,-0.7684,0.1676,-0.8853,-0.9661
5,86.0401,245.0676,2.1858,0.7024,0.2711,-0.7812,-0.0434,-1.2867,-0.965
5,82.8781,247.6489,2.2887,0.6861,0.3112,-0.6472,0.214,-1.2452,-1.1178
5,79.0804,251.2856,2.2352,0.9242,0.2795,-0.6499,0.4307,-0.7869,-0.5443
5,74.535,254.7197,2.3652,0.9959,0.0777,-0.7346,0.2962,-1.0084,-1.2217
5,71.8976,259.4416,2.33,0.9866,0.1618,-0.5325,0.1127,-1.0055,-0.8842
5,69.9683,262.0314,2.3579,0.9151,0.1069,-0.713,0.29,-0.7761,-0.8441
5,67.3698,265.3044,2.2596,0.7052,0.0912,-0.6777,0.1221,-1.1095,-0.9016
5,64.5301,269.9539,2.3104,0.9152,0.2827,-0.5682,0.0877,-1.1671,-0.7038
5,62.1408,273.1713,2.3139,0.7496,-0.064,-0.5329,0.1269,-1.214,-0.8405
5,58.8721,276.737,2.1736,1.0237,-0.0028,-0.3183,-0.007,-1.284,-0.1989
5,57.2188,280.6434,2.2079,0.6623,-0.4994,-0.4436,0.2714,-1.0105,-0.618
1,55.4762,284.5461,2.0248,0.7931,-0.272,-0.6349,0.2604,-1.1926,-0.595
1,55.9861,288.8091,2.0342,0.576,-0.5793,-0.7805,0.3458,-0.8172,-0.935
1,54.9597,293.0871,2.0149,0.6968,-0.4253,-0.5162,-0.0625,-0.8346,-0.8566
1,54.7111,295.7731,1.9905,0.4803,-0.751,-0.9858,0.425,-0.3828,-0.715
1,54.0357,298.5535,1.9638,0.5027,-0.649,-1.2241,0.6811,-0.4697,-0.6607
1,54.7416,299.1606,1.917,0.1362,-0.5138,-1.0334,0.7486,-0.5951,-0.5934
6,56.0359,298.4711,1.8862,-0.0381,-0.3636,-1.1883,0.6377,-0.9732,-0.3126
6,56.9311,298.346,1.7872,-0.1019,-0.284,-1.0392,0.294,-1.113,-0.7537
6,57.5216,298.9051,1.7006,-0.2123,-0.6906,-1.2522,0.3584,-0.9059,-0.2025
6,58.3515,297.7782,1.5441,-0.2721,-1.0272,-0.7819,0.3243,-0.3165,-0.2819
6,59.2896,296.2308,1.4425,-0.3316,-1.4845,-0.6831,0.6062,-0.3444,-0.4257
6,61.7784,295.0385,1.3224,-0.5817,-1.6933,-0.781,0.4866,-0.501,-0.1721
6,62.8859,295.1673,1.2971,-0.5785,-1.7624,-0.7345,0.6804,-0.0952,-0.1969
6,64.3251,294.8612,1.0984,-0.3514,-1.7804,-0.1483,0.4899,-0.0739,-0.0395
6,66.0651,295.0607,1.0182,-0.0845,-1.8678,-0.2362,0.8402,-0.1195,0.062
6,68.8948,295.412,0.9771,0.374,-2.1495,-0.0849,0.7019,0.032,0.3137
6,71.1528,294.5775,0.7704,0.4336,-2.3772,-0.0251,0.7737,0.0231,0.4379
6,73.4379,294.6998,0.8006,0.482,-2.4062,0.3392,0.797,0.2159,0.189
6,75.5179,294.8671,0.7484,0.8129,-2.3752,0.2432,0.6,-0.12,0.7254
6,78.7585,296.775,0.6055,0.8289,-1.9648,0.2705,0.6876,-0.1733,0.5038
6,82.996,298.0202,0.6352,0.8958,-2.0023,0.3167,0.8488,-0.2292,0.624
6,86.6753,300.6724,0.4674,0.5802,-1.9449,0.2816,0.7405,-0.3502,0.3792
6,90.5908,302.3285,0.4059,0.4667,-1.6383,0.2497,0.8865,-0.1679,0.2096
6,92.6624,304.2629,0.4306,0.2013,-1.4348,0.4764,0.6464,-0.0621,0.0895
6,95.3413,305.2008,0.4968,-0.0007,-0.9285,0.3759,0.4441,-0.3558,0.0184
6,96.7976,305.6793,0.4995,-0.0209,-0.8506,0.3148,0.5885,-0.342,-0.1115
6,97.9779,305.5496,0.4418,0.0704,-1.0464,0.2486,0.5257,-0.0011,0.108
6,99.3049,304.4795,0.5777,-0.014,-1.1917,0.2261,0.3556,0.1588,0.4388
26,102.3097,303.8489,0.3534,0.1129,-1.3985,-0.118,0.8234,-0.3349,0.2431
26,105.8582,302.2115,0.2292,0.2551,-1.3808,-0.6171,0.7026,-0.4319,0.7707
26,109.117,301.0876,0.0357,0.3242,-1.6013,-0.5711,1.1985,-0.4739,0.6634
26,114.0035,300.0121,-0.0644,0.6975,-1.4262,-0.9759,1.4221,-1.1686,0.4939
26,119.6167,299.614,-0.0323,0.9579,-1.3817,-0.8729,1.5922,-1.2051,1.0274
26,125.2417,299.1722,-0.0365,1.2649,-1.2841,-0.9867,1.6212,-1.2681,1.215
26,132.1744,299.0786,-0.0458,1.301,-0.9038,-1.3344,1.5109,-1.3233,1.186
26,138.2679,299.6831,-0.002,1.1106,-0.909,-1.1918,1.6673,-0.9379,1.3378
26,144.5393,299.871,0.0299,0.9846,-0.9311,-1.274,2.0404,-1.0277,0.6271
26,151.3209,300.4393,0.0244,1.0935,-0.8164,-1.4164,2.1073,-1.4194,1.0203
26,157.5732,300.6919,-0.0429,1.0082,-0.6306,-1.0793,1.7979,-1.3058,1.2082
26,164.6195,300.8759,0.0005,0.9515,-0.5949,-1.0986,1.7645,-1.0884,1.2097
26,170.1021,299.9423,0.0327,1.0767,-0.4962,-1.4754,1.7605,-1.3239,0.7588
26,176.2517,300.1441,0.0081,0.9548,-0.3305,-1.2829,1.6128,-1.271,1.005
26,179.6824,300.3446,0.0084,0.9161,-0.4638,-1.4734,1.2994,-1.1419,0.7573
26,181.8706,301.0284,0.1071,0.7467,-0.4488,-1.7295,1.5421,-1.2897,1.1077
26,184.1007,302.2716,0.0594,0.5948,-0.397,-1.7244,1.5176,-1.4009,0.9175
26,185.5175,303.9379,0.1312,0.3509,-0.3848,-1.7007,1.1256,-1.1512,0.6521
26,185.1874,303.3985,0.1128,0.4172,-0.6659,-1.5964,1.1585,-0.797,1.1071
26,185.8704,304.7378,0.2604,0.4307,-0.4887,-1.6119,1.0776,-0.8512,0.975
26,185.3206,306.134,0.3789,0.6039,-0.5012,-1.6949,0.9873,-0.8815,0.319
26,186.0699,307.0519,0.3799,0.6214,-0.3705,-1.3799,0.771,-0.3789,0.7707
26,186.5179,308.124,0.4133,0.5026,-0.304,-1.0246,0.7987,-0.6984,0.5888
26,186.4734,307.9549,0.4651,0.4626,-0.0919,-1.1796,0.7567,-0.3701,0.1671
26,186.7373,308.5986,0.5535,0.4728,-0.1172,-1.0027,0.9433,-0.1222,0.7792
26,187.0732,308.8914,0.4421,0.4377,-0.0322,-1.0269,0.6654,-0.3216,0.4577
26,187.1887,308.9611,0.508,0.3415,-0.2176,-1.1335,0.8232,-0.3978,0.7163
26,186.7354,308.392,0.4531,0.3382,-0.3627,-0.9976,0.8113,-0.4333,0.1887
