group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration,abs_number
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,0,0.20745609699231504,1.73457666327501,-3.140487152397278,3.140773406377962,0.20576378615719432,9.969339612276427,-188.08891931812175,188.21676609320366,35.753342605873705,26.88749533919954,0.38569034145944114,167.7631588775806,0.24942263279445728,0.6593364197530864,432.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,1,-0.12189570819736831,1.6901630224350543,-3.1374308700498617,3.1414481824895053,-0.2592243581502547,13.076910841271141,-187.84501667703623,187.63522102022563,38.75519944827617,25.441580849589712,0.29146785055266233,150.49848409178705,0.12297921478060046,0.32253521126760565,213.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,2,0.08242746503719388,1.8179869613176185,-3.1339656209514075,3.137426906678746,0.14901731602209375,15.314371712127764,-187.92030209793188,6.893485166988111,39.78859085856253,23.332110505043744,0.7925606210416056,140.37141426859972,0.1541570438799076,0.3921348314606741,267.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,3,0.7143986928135561,1.5938246875604307,-3.1331811697953658,3.139356072196785,0.12933070702399416,11.064065873658874,-187.1039182799692,4.9321837374965405,36.114287071392,21.107903469602466,0.43043080674170175,129.87400089738114,0.06062355658198614,0.4549206349206349,105.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,4,-0.1298003795667662,1.4714311612182338,-3.1383175666448513,3.139147549074631,-0.11160133295266345,5.505579882094035,-187.71851791332688,32.203933064479564,19.31399663579616,11.5337547762285,0.11373395288703805,111.88453659018425,0.08314087759815242,0.8300925925925926,144.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,5,-0.13023784304740735,1.7866600121311116,-3.1390481346979358,3.139890514154605,-0.442524507711765,13.246116400455218,-187.9334608515637,4.662498811115072,52.58978580852573,30.940575145735746,0.43077738852686986,155.17185381630762,0.05254041570438799,0.8798534798534798,91.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,6,0.5521081086630906,1.5516080994671115,-1.782393121606792,3.0252769472007546,-0.27179276826796583,1.400492692285551,-2.5911372040279934,3.738119397050566,39.86707589096572,23.86232001213972,3.844036293518177,124.54080919351838,0.007505773672055427,0.2794871794871795,13.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,7,-0.7734658744299399,1.826487454852711,-3.1376083820258227,3.141302743334024,-1.321521928156317,23.280553371935845,-188.11106706597138,187.86630142220804,31.957337907552578,20.018405244079062,2.144270913945438,118.61941936833887,0.02020785219399538,0.4914285714285714,35.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,8,1.0052348136704108,1.3011261330275854,-0.15163666931313927,2.9278373658681502,0.553774015008704,37.86202690950418,-47.269651919952736,57.64656845487503,76.52351564634486,15.78564033662323,59.90844331765059,100.06352447636218,0.002886836027713626,0.04666666666666666,5.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,9,0.279775895564397,1.6716443947765254,-3.134472130592696,3.0735345001236642,0.07711306665286406,7.768322230150406,-187.76204030627272,4.034675496229334,30.994499921119086,23.782143256317305,0.2857240028772345,160.2664599608833,0.04734411085450346,0.9504065040650407,82.0
6OHDA-left,session_20220802110154croppedcroppedDLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,10,-0.3065752331494318,1.539689479440518,-2.7389781254189827,2.7896263402193284,0.9557469031005865,12.411920937970391,-127.32728706046446,62.17227432811438,37.23267617595295,26.71681357509632,2.7641830831860488,183.83009225163943,0.02020785219399538,0.14,35.0
