group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration,abs_number
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,5,0.02351841,1.955112417,-3.141073071,3.140215514,0.236734233,14.97508127,-188.4050109,188.2613823,68.6030318,48.5498887,1.40818959,235.0173295,0.055014606,0.92979351,113
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,6,0.367352493,1.69965556,-3.128070032,3.130313335,-0.058265056,18.41608626,-184.7825568,187.3730893,63.58128854,37.61003158,0.975478223,200.7663753,0.025803311,0.45408805,53
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,7,0.265586312,1.862504837,-3.138602116,3.141556306,0.131222714,17.40139389,-187.7851105,188.3837184,47.12371002,33.63984408,1.27804,222.799146,0.034566699,0.765258216,71
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,8,0.489009015,1.493786744,-3.028623755,3.057598707,-2.430976825,35.04647041,-142.9963797,127.472185,64.94868038,40.56212641,4.330605194,245.5882042,0.045764362,0.084397163,94
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,9,0.192812621,1.561100147,-2.873530514,2.862971594,-0.035824911,0.425326338,-1.825338464,12.54094591,22.44657808,18.65987116,0.192336919,178.2538943,0.022395326,2.326086957,46
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,10,0.950125534,1.400126563,-3.120983782,3.102123408,-1.22245685,28.37341048,-186.5212908,186.4770094,57.68218211,45.0783701,3.203978126,231.406158,0.022395326,0.202898551,46
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,11,-0.132270227,1.386212744,-3.122768192,3.095119433,-0.223078989,7.538375908,-179.8723334,187.3927437,51.8592108,46.18886513,0.838851064,214.090054,0.017526777,1.207407407,36
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,12,0.148931077,1.749513118,-3.084307792,3.007955467,4.2345015,36.42314356,-180.0914654,160.5496729,75.38660219,70.3659399,4.738932242,313.4170841,0.023855891,0.07414966,49
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,13,0.756453236,1.929572428,-3.140763998,3.138584055,-0.780050685,16.53735045,-188.4031135,159.8695273,64.09708331,46.05864804,2.208838327,214.7654194,0.021421616,0.433333333,44
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,14,0.370708755,0.86355017,-2.991632421,3.071107553,0.10778305,0.922741523,-2.095976348,5.331153815,82.26563382,51.18327189,1.886246708,275.2291366,0.011684518,0.990277778,24
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,15,1.178421728,1.267683842,-3.085027122,3.136058039,-0.22314922,10.63224698,-185.8067466,4.938136708,70.12688146,48.7959012,1.383973262,233.4656603,0.007302824,1.4,15
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,16,-1.552967842,0.352022763,-2.150387839,-0.560351157,-0.080194499,0.881471442,-2.292310332,2.269415978,81.82534245,50.89412973,2.024165534,209.6472716,0.00194742,1.716666667,4
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,17,-0.907526885,0.361762777,-1.845918963,0.319618206,-0.172724154,1.145144207,-3.577611846,3.18357498,33.40967274,19.79027638,1.124540513,102.375916,0.006815969,0.683333333,14
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,18,1.571716629,1.485450289,-3.056799986,3.135109624,0.545891286,9.596953807,-1.383957963,186.83199,19.02087143,9.975845538,1.210762809,58.77446053,0.007789679,0.795833333,16
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,19,-0.705967698,1.823334074,-2.62728181,3.026402442,3.096622114,22.57338412,-50.59707188,125.8670357,44.05613676,29.47662786,1.244183498,132.2101046,0.004868549,0.13,10
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,20,0.448436496,0.987783605,-0.53648956,3.06754975,-0.593553238,1.134273814,-4.198494057,1.403610072,109.2416617,57.31581029,2.965601623,225.4373316,0.003407984,0.623809524,7
Control_22-24,2022-10-07_10-45-01_mito_park_22-24_weeks_ncb977_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,21,0.212628966,2.834155611,-3.140623733,3.139170178,0.843377284,37.05495845,-188.4267336,188.4234483,104.8629835,57.68929098,2.61220063,244.6125013,0.004868549,1.2,10
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,0,-0.145225716,1.718673313,-3.141311166,3.140337074,-0.099651798,10.34568204,-188.2885018,188.2080098,39.67716346,38.71074134,0,222.9710615,0.223144531,0.625820569,457
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,1,0.141878349,1.648940135,-3.139915971,3.13865855,0.083339205,11.85660235,-186.9565748,188.123192,52.3458773,41.7359225,0.224882563,239.8158142,0.108886719,0.375336323,223
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,2,-0.124954494,1.742253338,-3.139146572,3.140198702,0.128756956,16.7157696,-188.1314181,186.7144429,56.66764127,37.32974314,0.067908228,210.2707502,0.129882813,0.455513784,266
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,3,-0.139765493,1.873586623,-3.139804628,3.139104389,-0.129656494,11.20230232,-188.1023488,188.1561279,45.16594052,37.51976157,0.280534645,241.7938864,0.15234375,0.75,312
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,4,-0.430239654,1.919379056,-3.141193322,3.098291893,-0.169053962,14.08189355,-181.9280891,174.012737,23.48763254,15.82267767,0.567749038,151.8736144,0.047363281,0.270790378,97
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,5,-0.568997266,1.882547514,-3.139870082,3.141567204,0.325333998,13.79487069,-188.3425183,188.3330211,75.41490666,48.78878651,0.577665137,363.0150679,0.057617188,0.785310734,118
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,6,-0.201180416,1.640519536,-3.133825054,3.134819929,-0.878741392,15.76006737,-187.4463927,187.195178,60.9911975,38.0413374,1.353173061,207.0731109,0.041503906,0.500392157,85
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,7,-0.366605688,1.549773641,-3.136103158,3.09423585,-0.710312111,10.03120215,-185.5728476,187.3189174,36.48410623,25.78962178,1.377390022,166.2948632,0.026367188,0.654938272,54
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,8,-0.435688533,1.733256099,-3.107070549,2.814277862,9.744172639,41.51439727,-174.1438529,172.3254341,64.19118437,38.27884186,6.071851187,179.1173155,0.017578125,0.07037037,36
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,9,-1.107313765,1.628340491,-3.125082269,3.011953043,-0.029182127,5.196314087,-187.7391163,2.422014424,19.60386395,12.12451564,0.347063997,111.3584862,0.010742188,2,22
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,10,0.064277958,1.542724345,-3.099501578,3.104816473,0.663219697,20.74553731,-185.9891019,187.0765929,47.49182948,38.26127298,0.805687967,241.1389683,0.033203125,0.27745098,68
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,11,-0.826667505,1.684725422,-3.141464617,3.13669547,0.240503853,10.83359244,-187.8947767,188.168383,65.8430526,47.59986507,1.626356103,211.9500766,0.010253906,1.43968254,21
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,12,-1.097916726,1.607965635,-2.993005549,2.889366992,-6.094823996,43.58282208,-164.3560644,169.2917838,42.52432517,33.42935054,6.426565708,216.694848,0.020507813,0.076984127,42
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,13,0.144359803,1.898244152,-3.133985341,3.139780551,-0.473114811,18.57408881,-187.9918391,186.8016919,74.72729477,46.54255752,0.698591647,215.9593498,0.021484375,0.452272727,44
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,14,0.41329196,0.949994688,-2.167416896,3.077611117,0.082740792,0.973817629,-2.354543617,5.273535229,90.55594727,50.26032805,1.949354695,212.7590687,0.025390625,0.627564103,52
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,15,0.394419722,1.962200376,-3.139585138,3.14133988,0.419905869,18.86384422,-188.2760074,188.3104106,51.74360571,37.98132675,1.045311247,198.9145893,0.014160156,1.473563218,29
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,16,0.124981789,0.714244323,-1.294987766,1.357919114,0.157789662,1.138091062,-1.880582896,2.484543481,37.03882236,35.19882093,0.384820439,156.8858532,0.001953125,1.075,4
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,17,-1.001043392,0.45029116,-1.989215575,3.040589392,-0.077579785,1.104566615,-3.128266707,3.701648964,37.9375445,24.74361241,1.499007119,162.1640604,0.009765625,0.776666667,20
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,18,0.24344721,1.41915541,-3.062398401,1.759446031,0.123759629,0.672808424,-2.556604545,3.692556916,19.80291783,10.3186791,2.272921976,47.78078289,0.004394531,0.481481481,9
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,19,-1.401166538,1.476990129,-2.710665385,2.551277451,0.370073325,7.15590474,-22.0225335,16.23869558,30.90951252,25.23680426,5.947765916,124.52036,0.005371094,0.13030303,11
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,20,0.190521824,1.11016869,-3.138012618,3.135599338,-1.607627834,11.27875505,-186.4109298,2.549777527,79.56155632,36.93287161,1.508056982,203.8643458,0.008300781,0.537254902,17
Control_22-24,2022-10-07_11-31-53_mito_park_22-24_weeks_ncb983_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,21,-1.355991159,2.110514165,-3.140343391,3.136122362,1.406327849,24.90422773,-187.4376588,187.9340307,88.70907896,48.86187579,3.267701425,214.0198858,0.00390625,1.183333333,8
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,0,0.194246292,1.712823008,-3.138933718,3.141273813,-0.192749438,10.92145338,-188.2070389,188.0468453,54.22707704,46.76955079,0.313693712,259.0335563,0.252964427,0.579761905,448
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,1,-0.12036811,1.825050369,-3.141466532,3.141123203,0.158177144,15.13493326,-188.1376788,188.0901221,66.35029959,45.41387211,0.400030823,279.3768869,0.172219085,0.693879781,305
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,2,0.296130869,1.654017185,-3.131492938,3.13562372,0.499201305,13.13609152,-187.3036328,184.1262484,63.64946687,44.48910498,0.623383491,243.782269,0.120271033,0.395618153,213
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,3,0.184080673,1.872773448,-3.136410437,3.135791321,0.05872644,15.77864983,-187.9048554,187.9019555,45.43444491,39.09898557,0.240611013,268.8790204,0.098249577,0.466283525,174
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,4,-0.352707011,1.864989807,-3.109636109,2.932513355,-0.203342986,18.37141335,-173.3606908,184.8893049,27.34173216,19.01416128,1.200121682,118.9145463,0.025974026,0.291304348,46
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,5,0.25361275,1.901359475,-3.139180673,3.140010142,0.027133948,15.43840087,-188.3126667,188.3567094,94.64390026,53.11831562,1.134340744,274.0403161,0.069452287,0.930081301,123
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,6,0.178216705,1.680823651,-3.134967801,3.132106997,-1.217559004,17.51856782,-9.293186879,185.4535038,81.33113337,43.03121636,2.714130749,235.2457947,0.038961039,0.440096618,69
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,7,0.23276973,1.675362589,-3.119628329,3.135160221,-0.417273006,14.60156466,-6.337926595,187.2618091,48.0327903,33.75402606,0.915188172,207.3328288,0.030491248,0.614197531,54
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,8,-0.22111576,1.681574755,-3.109636109,3.001607101,3.744890115,44.47522562,-138.5878604,172.4258586,57.78151966,34.25588053,0.857520667,139.7901695,0.01863354,0.080808081,33
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,9,-1.087741258,1.786942991,-3.135940215,3.137381351,-0.131797892,12.95877519,-188.2499213,187.8429669,26.73684613,28.70475487,0.336440561,205.6752045,0.011293055,1.751666667,20
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,10,0.382773493,1.696009951,-3.07525592,3.118854902,1.639664726,16.7584717,-12.02011364,187.4457044,60.15373783,39.26922318,1.22124723,170.6746527,0.011857708,0.285714286,21
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,11,-0.468485178,1.599074575,-3.140464431,3.139625868,0.060696702,12.0084057,-188.3634504,188.3411643,61.36217551,45.28716753,0,246.043885,0.038396386,2.231372549,68
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,12,-1.871044761,1.286622063,-2.560731741,1.358172011,-0.930570977,56.57333702,-137.8189562,174.1785023,46.89966254,30.24560684,6.598406847,105.4361976,0.00621118,0.081818182,11
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,13,0.900815168,1.518781454,-3.110152605,2.820746472,-0.383144211,23.23808653,-184.4919906,174.751625,88.1881397,55.87898988,3.771938492,202.1101525,0.010728402,0.354385965,19
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,14,0.156795415,0.891752935,-3.050306584,3.104280692,-0.332970837,9.355911963,-185.9611562,4.829056347,87.03493135,53.97197631,2.462927151,252.0640675,0.020892151,0.71981982,37
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,15,1.806042289,1.703524768,-3.123554551,3.130898134,-1.917768431,22.74288628,-187.0079677,3.407351706,67.94548441,45.11049664,0.60225472,173.0953023,0.004517222,0.5625,8
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,16,-1.219027094,1.408689504,-3.058736634,3.13018658,-0.293874874,7.291455155,-187.7089686,184.7971652,83.56366816,53.34502283,0.7233145,228.2993253,0.01242236,2.031818182,22
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,17,-1.049636865,0.357937269,-2.023134597,1.684807813,-0.071325817,1.324323248,-3.495048963,3.754011891,38.96288654,24.32780622,1.16530101,142.3422437,0.011857708,0.631746032,21
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,18,-0.7781675,2.339756039,-2.568779992,3.072342989,-1.833615678,18.80794087,-187.0367136,1.445536364,22.11649141,16.07851349,1.371166744,114.2495282,0.002258611,0.825,4
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,19,-0.562703021,2.507821444,-2.715066436,2.52648225,-9.862356784,33.64938098,-105.5457396,4.443301271,58.47536581,45.49425489,13.76142733,124.535422,0.002823264,0.066666667,5
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,20,-0.10761583,0.262321969,-0.638372775,0.681207424,-1.054207139,1.619433956,-6.537885067,3.504527835,122.6865611,40.00810072,14.5190219,222.1138195,0.008469791,0.506666667,15
Control_6-8,2022-10-06_12-19-26_mito_park_6-8_weeks_ncb1131_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,21,-0.279764654,2.825374225,-3.126292893,3.134973546,1.708896058,30.40672905,-187.7981879,188.1587208,106.1135306,53.4624351,5.798599009,229.7482251,0.005646527,1.26,10
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,0,0.112851201,1.903505871,-3.141217696,3.141018987,-0.036806296,8.868843344,-188.3539938,188.354626,35.71417874,38.61309443,0,267.1495148,0.268738574,0.717989418,441
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,1,0.147688888,1.815591792,-3.138576209,3.141141089,-0.188547942,14.45502825,-188.1140372,187.9560842,55.79953784,47.82127552,0.622834332,390.0137766,0.159658745,0.557251908,262
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,2,0.305497071,1.733931195,-3.139054689,3.140049024,-0.065755472,16.98700499,-187.3832467,186.9009087,55.04942755,40.89863217,0.20048474,272.8453434,0.12126752,0.488777219,199
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,3,0.110551496,2.057186668,-3.129883529,3.138653682,0.080262042,15.78534047,-188.0576596,188.1452273,40.0378126,33.95913491,0.503937227,426.0975929,0.078610603,0.473901809,129
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,4,0.191815574,2.018652708,-3.140394289,3.124064679,1.34790729,18.7028628,-186.8662586,188.148682,28.70830029,43.1193886,1.728780008,437.13519,0.043266301,0.299061033,71
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,5,0.149769044,2.250800704,-3.139921645,3.141079293,-0.253951339,19.72726186,-188.1185713,188.2915439,74.02520147,56.67646799,1.028503368,282.3503755,0.056063376,0.911594203,92
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,6,0.131291168,1.759025158,-3.141059073,3.140309757,0.37415286,23.6330893,-186.7478053,187.6133498,68.87293231,47.22456503,3.057758763,254.1985673,0.034125533,0.451190476,56
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,7,-0.790421178,1.789195318,-3.128940052,3.127517204,-0.165473612,13.50734728,-6.955533674,187.4103941,43.82436036,37.7241906,0.75220241,192.6253242,0.028641073,0.572340426,47
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,8,0.115321447,1.79404337,-3.138883215,3.07976413,-2.188479597,37.69817213,-131.6513618,111.3627709,63.6800396,46.47742799,4.186958057,316.655307,0.021328458,0.08,35
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,9,-0.3207223,1.880413388,-3.138800975,3.137502208,0.060557717,7.251153041,-187.4585207,187.7191655,20.17055313,13.58795024,0.624738983,177.2974312,0.021937843,3.10462963,36
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,10,0.617955928,1.619412836,-2.928400878,3.102962937,-1.408551424,14.84064742,-182.3879362,17.18116729,59.46663095,67.80996032,2.926123205,414.1267544,0.021937843,0.258333333,36
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,11,-0.615280668,1.511461042,-3.140240429,3.139236537,-0.016467614,10.28245015,-188.4262301,188.135262,47.30651632,46.56964126,0.661037981,273.3394413,0.023765996,2.006837607,39
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,12,0.660675856,1.941023816,-2.096555411,2.962091183,5.530610459,25.83188555,-7.674403378,110.7469569,55.12305691,39.83574358,0.295786352,139.8937025,0.005484461,0.07037037,9
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,13,1.028926924,1.427646915,-2.971464204,2.727680232,0.384829444,3.653211445,-11.60433786,50.8712449,56.99663436,40.58149867,2.986178076,220.0040595,0.01218769,0.493333333,20
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,14,0.194219305,1.003182211,-3.137305745,3.104623003,0.25035067,6.223280637,-2.965270065,187.2576438,102.6080089,58.22207431,2.699328456,269.2118777,0.017672151,1.079310345,29
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,15,1.801776725,1.356488799,-3.115850947,3.123550185,0.516045742,6.81737829,-1.930416069,187.782005,50.84682821,39.75025746,1.862279623,193.6002915,0.01218769,1.291666667,20
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,16,-1.118879785,1.181023553,-3.030240366,2.231807515,0.066464192,1.032527916,-3.148394246,3.509213288,74.00880753,56.86912798,1.475831756,247.7130075,0.007312614,1.605555556,12
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,17,-1.024668635,0.804229853,-3.129312337,2.06280339,-0.21069797,0.869596521,-1.85414775,2.158237076,27.35797143,16.96339905,2.49048159,105.3189734,0.00670323,0.554545455,11
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,18,0.490559145,2.346122929,-2.85166455,3.126125671,-0.0286625,12.00353376,-184.2125765,186.3027844,19.86061665,12.77264374,0.96234965,104.1192566,0.007312614,1.327777778,12
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,19,1.118169491,2.442983825,-3.051500144,3.009905113,-15.07068554,51.68672312,-186.9727543,1.535826299,73.24617616,73.27026524,16.43412346,263.3178995,0.004265692,0.061904762,7
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,20,-0.021029722,0.253765334,-0.644922131,0.484011226,-0.555245094,1.133075386,-4.323295551,1.730541767,121.8306937,62.67677772,1.452724531,260.3449458,0.005484461,0.633333333,9
Control_6-8,2022-10-21_12-38-01_mito_park6_ncb1155_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,21,-1.17045961,2.588465905,-3.14135726,3.139801883,0.35485279,30.28977467,-188.0542942,188.1627336,81.80668492,57.67936286,1.829957693,261.5688614,0.004875076,2.2375,8
Control_6-8,2022-11-09_11-40-25_mito_park-6w_ncb1170_results_00DLC_resnet50_MoSeqKinectMay13shuffle2_1000001_filtered,0,0.157681588,1.707959986,-3.141030382,3.138076461,-0.065842822,9.004650827,-188.0986055,188.1259428,52.48763779,48.68256143,0.309501755,249.275215,0.230855226,0.562873285,413
